WASH1	WASH7P	ENSG00000227232
FCHO2	FCHO2	ENSG00000157107
FCHO2	FCHO2	ENSG00000157107
FCHO2	FCHO2	ENSG00000157107
FCHO2	FCHO2	ENSG00000157107
TMEM171	TMEM171	ENSG00000157111
TMEM171	TMEM171	ENSG00000157111
TMEM171	TMEM171	ENSG00000157111
TMEM171	TMEM171	ENSG00000157111
TMEM174	TMEM174	ENSG00000164325
TMEM174	TMEM174	ENSG00000164325
TMEM174	TMEM174	ENSG00000164325
TMEM174	TMEM174	ENSG00000164325
FOXD1	FOXD1	ENSG00000251493
FOXD1	FOXD1	ENSG00000251493
FOXD2	FOXD1	ENSG00000251493
FOXD1	FOXD1	ENSG00000251493
BTF3	BTF3	ENSG00000145741
FUNDC2	FUNDC2P1	ENSG00000255883
ANKRA2	ANKRA2	ENSG00000164331
ANKRA2	ANKRA2	ENSG00000164331
ANKRA2	ANKRA2	ENSG00000164331
ANKRA2	ANKRA2	ENSG00000164331
UTP15	UTP15	ENSG00000164338
UTP15	UTP15	ENSG00000164338
UTP15	UTP15	ENSG00000164338
UTP15	UTP15	ENSG00000164338
ARHGEF28	ARHGEF28	ENSG00000214944
ARHGEF28	ARHGEF28	ENSG00000214944
ARHGEF28	ARHGEF28	ENSG00000214944
ARHGEF28	ARHGEF28	ENSG00000214944
ENC1	ENC1	ENSG00000171617
ENC1	ENC1	ENSG00000171617
ENC1	ENC1	ENSG00000171617
ENC1	ENC1	ENSG00000171617
HEXB	HEXB	ENSG00000049860
HEXB	HEXB	ENSG00000049860
HEXB	HEXB	ENSG00000049860
HEXB	HEXB	ENSG00000049860
GFM2	GFM2	ENSG00000164347
GFM2	GFM2	ENSG00000164347
GFM2	GFM2	ENSG00000164347
GFM2	GFM2	ENSG00000164347
NSA2	NSA2	ENSG00000164346
NSA2	NSA2	ENSG00000164346
FAM169A	FAM169A	ENSG00000198780
FAM169A	FAM169A	ENSG00000198780
FAM169A	FAM169A	ENSG00000198780
FAM169A	FAM169A	ENSG00000198780
GCNT4	GCNT4	ENSG00000176928
GCNT4	GCNT4	ENSG00000176928
GCNT4	GCNT4	ENSG00000176928
GCNT4	GCNT4	ENSG00000176928
ANKRD31	ANKRD31	ENSG00000145700
ANKRD31	ANKRD31	ENSG00000145700
ANKRD31	ANKRD31	ENSG00000145700
ANKRD31	ANKRD31	ENSG00000145700
HMGCR	HMGCR	ENSG00000113161
HMGCR	HMGCR	ENSG00000113161
HMGCR	HMGCR	ENSG00000113161
HMGCR	HMGCR	ENSG00000113161
COL4A3BP	CERT1	ENSG00000113163
COL4A3BP	CERT1	ENSG00000113163
COL4A3BP	CERT1	ENSG00000113163
COL4A3BP	CERT1	ENSG00000113163
POLK	POLK	ENSG00000122008
POLK	POLK	ENSG00000122008
POLK	POLK	ENSG00000122008
POLK	POLK	ENSG00000122008
ANKDD1B	ANKDD1B	ENSG00000189045
ANKDD1B	ANKDD1B	ENSG00000189045
ANKDD1B	ANKDD1B	ENSG00000189045
ANKDD1B	ANKDD1B	ENSG00000189045
POC5	POC5	ENSG00000152359
POC5	POC5	ENSG00000152359
POC5	POC5	ENSG00000152359
POC5	POC5	ENSG00000152359
SMS		ENSG00000251342
SV2C	SV2C	ENSG00000122012
SV2C	SV2C	ENSG00000122012
SV2C	SV2C	ENSG00000122012
SV2C		ENSG00000250348
SV2C	SV2C	ENSG00000122012
IQGAP2	IQGAP2	ENSG00000145703
IQGAP2	IQGAP2	ENSG00000145703
F2RL2	F2RL2	ENSG00000164220
F2RL2	IQGAP2	ENSG00000145703
F2RL2	F2RL2	ENSG00000164220
F2RL2	IQGAP2	ENSG00000145703
F2RL2	F2RL2	ENSG00000164220
F2RL2	IQGAP2	ENSG00000145703
F2RL2	F2RL2	ENSG00000164220
F2RL2	IQGAP2	ENSG00000145703
IQGAP2	IQGAP2	ENSG00000145703
IQGAP2	IQGAP2	ENSG00000145703
F2R	F2R	ENSG00000181104
F2R	F2R	ENSG00000181104
F2R	F2R	ENSG00000181104
F2R	F2R	ENSG00000181104
F2RL1	F2RL1	ENSG00000164251
F2RL1	F2RL1	ENSG00000164251
F2RL1	F2RL1	ENSG00000164251
F2RL1	F2RL1	ENSG00000164251
S100Z	S100Z	ENSG00000171643
S100Z	S100Z	ENSG00000171643
S100Z	S100Z	ENSG00000171643
S100Z	S100Z	ENSG00000171643
CRHBP	CRHBP	ENSG00000145708
CRHBP	CRHBP	ENSG00000145708
CRHBP	CRHBP	ENSG00000145708
CRHBP	CRHBP	ENSG00000145708
AGGF1	AGGF1	ENSG00000164252
AGGF1		ENSG00000285000
AGGF1	AGGF1	ENSG00000164252
AGGF1		ENSG00000285000
AGGF1	AGGF1	ENSG00000164252
AGGF1		ENSG00000285000
AGGF1	AGGF1	ENSG00000164252
AGGF1		ENSG00000285000
ZBED3	ZBED3	ENSG00000132846
ZBED3		ENSG00000285000
ZBED3	ZBED3	ENSG00000132846
ZBED3		ENSG00000285000
ZBED3	ZBED3	ENSG00000132846
ZBED3		ENSG00000285000
ZBED3	ZBED3	ENSG00000132846
ZBED3		ENSG00000285000
PDE8B		ENSG00000284762
PDE8B	PDE8B	ENSG00000113231
PDE8B		ENSG00000284762
PDE8B	PDE8B	ENSG00000113231
PDE8B		ENSG00000284762
PDE8B	PDE8B	ENSG00000113231
PDE8B		ENSG00000284762
PDE8B	PDE8B	ENSG00000113231
WDR41	WDR41	ENSG00000164253
WDR41	WDR41	ENSG00000164253
WDR41	WDR41	ENSG00000164253
WDR41	WDR41	ENSG00000164253
OTP	OTP	ENSG00000171540
OTP	OTP	ENSG00000171540
OTP	OTP	ENSG00000171540
OTP	OTP	ENSG00000171540
TBCA	TBCA	ENSG00000171530
TBCA	TBCA	ENSG00000171530
TBCA	TBCA	ENSG00000171530
AP3B1	AP3B1	ENSG00000132842
AP3B1	AP3B1	ENSG00000132842
AP3B1	AP3B1	ENSG00000132842
AP3B1	AP3B1	ENSG00000132842
SCAMP1	SCAMP1	ENSG00000085365
SCAMP1	SCAMP1	ENSG00000085365
SCAMP1	SCAMP1	ENSG00000085365
SCAMP1	SCAMP1	ENSG00000085365
LHFPL2	LHFPL2	ENSG00000145685
LHFPL2	LHFPL2	ENSG00000145685
LHFPL2	LHFPL2	ENSG00000145685
LHFPL2	LHFPL2	ENSG00000145685
ARSB	ARSB	ENSG00000113273
ARSB	ARSB	ENSG00000113273
ARSB	ARSB	ENSG00000113273
ARSB	ARSB	ENSG00000113273
DMGDH	DMGDH	ENSG00000132837
DMGDH	DMGDH	ENSG00000132837
DMGDH	DMGDH	ENSG00000132837
DMGDH	DMGDH	ENSG00000132837
BHMT2	BHMT2	ENSG00000132840
BHMT2	DMGDH	ENSG00000132837
BHMT2	BHMT2	ENSG00000132840
BHMT2	DMGDH	ENSG00000132837
BHMT2	BHMT2	ENSG00000132840
BHMT2	DMGDH	ENSG00000132837
BHMT2	BHMT2	ENSG00000132840
BHMT2	DMGDH	ENSG00000132837
BHMT	BHMT	ENSG00000145692
BHMT	DMGDH	ENSG00000132837
BHMT	BHMT	ENSG00000145692
BHMT	DMGDH	ENSG00000132837
BHMT	BHMT	ENSG00000145692
BHMT	DMGDH	ENSG00000132837
BHMT	BHMT	ENSG00000145692
BHMT	DMGDH	ENSG00000132837
JMY	JMY	ENSG00000152409
JMY	JMY	ENSG00000152409
JMY	JMY	ENSG00000152409
JMY	JMY	ENSG00000152409
HOMER1	HOMER1	ENSG00000152413
HOMER1	HOMER1	ENSG00000152413
HOMER1	HOMER1	ENSG00000152413
HOMER1	HOMER1	ENSG00000152413
PAPD4	TENT2	ENSG00000164329
PAPD4	TENT2	ENSG00000164329
PAPD4	TENT2	ENSG00000164329
PAPD4	TENT2	ENSG00000164329
CMYA5	CMYA5	ENSG00000164309
CMYA5	CMYA5	ENSG00000164309
CMYA5	CMYA5	ENSG00000164309
CMYA5	CMYA5	ENSG00000164309
MTX3	MTX3	ENSG00000177034
MTX3	MTX3	ENSG00000177034
MTX3	MTX3	ENSG00000177034
MTX3	MTX3	ENSG00000177034
THBS4	THBS4	ENSG00000113296
THBS4	THBS4-AS1	ENSG00000249825
THBS4	THBS4	ENSG00000113296
THBS4	THBS4-AS1	ENSG00000249825
THBS4	THBS4	ENSG00000113296
THBS4	THBS4-AS1	ENSG00000249825
THBS4	THBS4	ENSG00000113296
THBS4	THBS4-AS1	ENSG00000249825
SERINC5	SERINC5	ENSG00000164300
SERINC5	SERINC5	ENSG00000164300
SERINC5	SERINC5	ENSG00000164300
SERINC5	SERINC5	ENSG00000164300
SPZ1	SPZ1	ENSG00000164299
SPZ1	SPZ1	ENSG00000164299
SPZ1	SPZ1	ENSG00000164299
SPZ1	SPZ1	ENSG00000164299
MED27		ENSG00000248569
ZFYVE16	ZFYVE16	ENSG00000039319
ZFYVE16	FAM151B-DT	ENSG00000249042
ZFYVE16	ZFYVE16	ENSG00000039319
ZFYVE16	FAM151B-DT	ENSG00000249042
ZFYVE16	ZFYVE16	ENSG00000039319
ZFYVE16	FAM151B-DT	ENSG00000249042
ZFYVE16	ZFYVE16	ENSG00000039319
ZFYVE16	FAM151B-DT	ENSG00000249042
FAM151B	FAM151B	ENSG00000152380
FAM151B	FAM151B	ENSG00000152380
FAM151B	FAM151B	ENSG00000152380
FAM151B	FAM151B	ENSG00000152380
ANKRD34B	ANKRD34B	ENSG00000189127
ANKRD34B	ANKRD34B	ENSG00000189127
ANKRD34B	ANKRD34B	ENSG00000189127
ANKRD34B	ANKRD34B	ENSG00000189127
DHFR	DHFR	ENSG00000228716
DHFRL1	DHFR	ENSG00000228716
MTRNR2L2	DHFR	ENSG00000228716
DHFR	DHFR	ENSG00000228716
MSH3	MSH3	ENSG00000113318
MSH3	MSH3	ENSG00000113318
MSH3	MSH3	ENSG00000113318
MSH3	MSH3	ENSG00000113318
RASGRF2	RASGRF2	ENSG00000113319
RASGRF2	RASGRF2	ENSG00000113319
RASGRF2	RASGRF2	ENSG00000113319
RASGRF2		ENSG00000249772
RASGRF2	RASGRF2	ENSG00000113319
CKMT2	CKMT2-AS1	ENSG00000247572
CKMT2	CKMT2	ENSG00000131730
CKMT2	CKMT2-AS1	ENSG00000247572
CKMT2	CKMT2	ENSG00000131730
CKMT2	CKMT2-AS1	ENSG00000247572
CKMT2	CKMT2	ENSG00000131730
CKMT2	CKMT2-AS1	ENSG00000247572
CKMT2	CKMT2	ENSG00000131730
ZCCHC9	ZCCHC9	ENSG00000131732
ZCCHC9	ZCCHC9	ENSG00000131732
ZCCHC9	ZCCHC9	ENSG00000131732
ZCCHC9	ZCCHC9	ENSG00000131732
ACOT12	ACOT12	ENSG00000172497
ACOT12	ACOT12	ENSG00000172497
ACOT12	ACOT12	ENSG00000172497
ACOT12	ACOT12	ENSG00000172497
SSBP2	SSBP2	ENSG00000145687
SSBP2	SSBP2	ENSG00000145687
SSBP2	SSBP2	ENSG00000145687
SSBP2	SSBP2	ENSG00000145687
ATG10	ATG10	ENSG00000152348
PPIA	PPIAP11	ENSG00000251495
PPIA	ATG10	ENSG00000152348
ATG10	ATG10	ENSG00000152348
ATG10	ATG10	ENSG00000152348
ATG10	ATG10	ENSG00000152348
RPS23	RPS23	ENSG00000186468
RPS23	ATG10	ENSG00000152348
RPS23	RPS23	ENSG00000186468
RPS23	ATG10	ENSG00000152348
RPS23	RPS23	ENSG00000186468
RPS23	ATG10	ENSG00000152348
RPS23	RPS23	ENSG00000186468
ATP6AP1L	ATP6AP1L	ENSG00000205464
ATP6AP1L	ATP6AP1L	ENSG00000205464
ATP6AP1L	ATP6AP1L	ENSG00000205464
ATP6AP1L	ATP6AP1L	ENSG00000205464
XRCC4	XRCC4	ENSG00000152422
XRCC4	XRCC4	ENSG00000152422
XRCC4	XRCC4	ENSG00000152422
XRCC4	XRCC4	ENSG00000152422
VCAN	VCAN	ENSG00000038427
VCAN	VCAN	ENSG00000038427
VCAN	VCAN	ENSG00000038427
VCAN	VCAN-AS1	ENSG00000249835
VCAN	VCAN	ENSG00000038427
HAPLN1	HAPLN1	ENSG00000145681
HAPLN1	HAPLN1	ENSG00000145681
HAPLN1	HAPLN1	ENSG00000145681
HAPLN1	HAPLN1	ENSG00000145681
EDIL3	EDIL3	ENSG00000164176
EDIL3	EDIL3	ENSG00000164176
EDIL3	EDIL3	ENSG00000164176
EDIL3	EDIL3	ENSG00000164176
PPIAL4A	PPIAP79	ENSG00000214853
PDAP1		ENSG00000251066
COX7C	COX7C	ENSG00000127184
COX7C	COX7C	ENSG00000127184
COX7C	COX7C	ENSG00000127184
COX7C	COX7C	ENSG00000127184
RASA1	RASA1	ENSG00000145715
RASA1	CCNH	ENSG00000134480
RASA1	RASA1	ENSG00000145715
RASA1	CCNH	ENSG00000134480
RASA1	RASA1	ENSG00000145715
RASA1	CCNH	ENSG00000134480
RASA1	RASA1	ENSG00000145715
CCNH	CCNH	ENSG00000134480
CCNH	CCNH	ENSG00000134480
CCNH	CCNH	ENSG00000134480
CCNH	CCNH	ENSG00000134480
TMEM161B	TMEM161B	ENSG00000164180
TMEM161B	TMEM161B	ENSG00000164180
TMEM161B	TMEM161B	ENSG00000164180
TMEM161B	TMEM161B	ENSG00000164180
MEF2C	MEF2C-AS2	ENSG00000245864
MEF2C	MEF2C	ENSG00000081189
MEF2C	MEF2C-AS2	ENSG00000245864
MEF2C	MEF2C	ENSG00000081189
MEF2C	MEF2C-AS2	ENSG00000245864
MEF2C	MEF2C	ENSG00000081189
MEF2C	MEF2C-AS2	ENSG00000245864
MEF2C	MEF2C	ENSG00000081189
CETN3	CETN3	ENSG00000153140
CETN3	CETN3	ENSG00000153140
CETN3	CETN3	ENSG00000153140
CETN3	CETN3	ENSG00000153140
MBLAC2	MBLAC2	ENSG00000176055
MBLAC2	MBLAC2	ENSG00000176055
MBLAC2	POLR3G	ENSG00000113356
MBLAC2	MBLAC2	ENSG00000176055
MBLAC2	POLR3G	ENSG00000113356
MBLAC2	MBLAC2	ENSG00000176055
MBLAC2	POLR3G	ENSG00000113356
POLR3G	POLR3G	ENSG00000113356
POLR3G	POLR3G	ENSG00000113356
POLR3G	POLR3G	ENSG00000113356
POLR3G	POLR3G	ENSG00000113356
LYSMD3	LYSMD3	ENSG00000176018
LYSMD3	LYSMD3	ENSG00000176018
LYSMD3	LYSMD3	ENSG00000176018
LYSMD3	LYSMD3	ENSG00000176018
ADGRV1	ADGRV1	ENSG00000164199
ADGRV1	ADGRV1	ENSG00000164199
ADGRV1	ADGRV1	ENSG00000164199
ADGRV1	ADGRV1	ENSG00000164199
TMEM251	TMEM251P1	ENSG00000249514
TMEM251	ADGRV1	ENSG00000164199
ARRDC3	ARRDC3	ENSG00000113369
ARRDC3	ARRDC3	ENSG00000113369
ARRDC3	ARRDC3	ENSG00000113369
ARRDC3	ARRDC3	ENSG00000113369
NR2F1	NR2F1-AS1	ENSG00000237187
NR2F1	NR2F1	ENSG00000175745
NR2F1	NR2F1	ENSG00000175745
NR2F1	NR2F1	ENSG00000175745
NR2F1	NR2F1	ENSG00000175745
NPM1	NPM1P27	ENSG00000249353
NPM1	FAM172A	ENSG00000113391
POU5F2	POU5F2	ENSG00000248483
POU5F2	FAM172A	ENSG00000113391
POU5F2	POU5F2	ENSG00000248483
POU5F2	FAM172A	ENSG00000113391
POU5F2	POU5F2	ENSG00000248483
POU5F2	FAM172A	ENSG00000113391
POU5F2	POU5F2	ENSG00000248483
POU5F2	FAM172A	ENSG00000113391
FAM172A	FAM172A	ENSG00000113391
FAM172A	FAM172A	ENSG00000113391
FAM172A	FAM172A	ENSG00000113391
FAM172A	FAM172A	ENSG00000113391
KIAA0825	KIAA0825	ENSG00000185261
KIAA0825	KIAA0825	ENSG00000185261
KIAA0825	KIAA0825	ENSG00000185261
KIAA0825	KIAA0825	ENSG00000185261
ANKRD32	SLF1	ENSG00000133302
ANKRD32	SLF1	ENSG00000133302
ANKRD32	SLF1	ENSG00000133302
ANKRD32	SLF1	ENSG00000133302
MCTP1	MCTP1	ENSG00000175471
MCTP1	MCTP1	ENSG00000175471
MCTP1	MCTP1	ENSG00000175471
MCTP1	MCTP1	ENSG00000175471
FAM81B	FAM81B	ENSG00000153347
FAM81B	FAM81B	ENSG00000153347
FAM81B	FAM81B	ENSG00000153347
FAM81B	FAM81B	ENSG00000153347
TTC37	SKIC3	ENSG00000198677
TTC37	SKIC3	ENSG00000198677
TTC37	SKIC3	ENSG00000198677
TTC37	SKIC3	ENSG00000198677
ARSK	ARSK	ENSG00000164291
ARSK	ARSK	ENSG00000164291
ARSK	ARSK	ENSG00000164291
ARSK	ARSK	ENSG00000164291
GPR150	GPR150	ENSG00000178015
GPR150	GPR150	ENSG00000178015
GPR150	GPR150	ENSG00000178015
GPR150	GPR150	ENSG00000178015
RFESD	RFESD	ENSG00000175449
RFESD	SPATA9	ENSG00000145757
RFESD	RFESD	ENSG00000175449
RFESD	SPATA9	ENSG00000145757
RFESD	RFESD	ENSG00000175449
RFESD	SPATA9	ENSG00000145757
SPATA9	RFESD	ENSG00000175449
SPATA9	SPATA9	ENSG00000145757
SPATA9	RFESD	ENSG00000175449
SPATA9	SPATA9	ENSG00000145757
SPATA9	RFESD	ENSG00000175449
SPATA9	SPATA9	ENSG00000145757
SPATA9	RFESD	ENSG00000175449
SPATA9	SPATA9	ENSG00000145757
RHOBTB3	RHOBTB3	ENSG00000164292
RHOBTB3	RHOBTB3	ENSG00000164292
RHOBTB3	RHOBTB3	ENSG00000164292
RHOBTB3	GLRX	ENSG00000173221
RHOBTB3	RHOBTB3	ENSG00000164292
RHOBTB3	GLRX	ENSG00000173221
GLRX	RHOBTB3	ENSG00000164292
GLRX	GLRX	ENSG00000173221
GLRX	RHOBTB3	ENSG00000164292
GLRX	GLRX	ENSG00000173221
GLRX	RHOBTB3	ENSG00000164292
GLRX	GLRX	ENSG00000173221
GLRX	RHOBTB3	ENSG00000164292
GLRX	GLRX	ENSG00000173221
ELL2	ELL2	ENSG00000118985
ELL2	ELL2	ENSG00000118985
ELL2	ELL2	ENSG00000118985
ELL2	ELL2	ENSG00000118985
PCSK1	PCSK1	ENSG00000175426
PCSK1		ENSG00000251314
PCSK1	PCSK1	ENSG00000175426
PCSK1		ENSG00000251314
PCSK1	PCSK1	ENSG00000175426
PCSK1		ENSG00000251314
PCSK1	PCSK1	ENSG00000175426
PCSK1		ENSG00000251314
CAST	CAST	ENSG00000153113
CAST	CAST	ENSG00000153113
CAST	CAST	ENSG00000153113
CAST	CAST	ENSG00000153113
ERAP1	ERAP1	ENSG00000164307
ERAP1	ERAP1	ENSG00000164307
ERAP1	ERAP1	ENSG00000164307
ERAP1	ERAP1	ENSG00000164307
ERAP2	ERAP2	ENSG00000164308
ERAP2		ENSG00000247121
ERAP2	ERAP2	ENSG00000164308
ERAP2		ENSG00000247121
ERAP2	ERAP2	ENSG00000164308
ERAP2		ENSG00000247121
ERAP2	ERAP2	ENSG00000164308
ERAP2		ENSG00000247121
LNPEP	LNPEP	ENSG00000113441
LNPEP	LNPEP	ENSG00000113441
LNPEP	LNPEP	ENSG00000113441
LNPEP	LNPEP	ENSG00000113441
LIX1	LIX1-AS1	ENSG00000251513
LIX1	LIX1	ENSG00000145721
LIX1	LIX1-AS1	ENSG00000251513
LIX1	LIX1	ENSG00000145721
LIX1	LIX1-AS1	ENSG00000251513
LIX1	LIX1	ENSG00000145721
LIX1	LIX1-AS1	ENSG00000251513
LIX1	LIX1	ENSG00000145721
RIOK2	RIOK2	ENSG00000058729
RIOK2	LIX1-AS1	ENSG00000251513
RIOK2	RIOK2	ENSG00000058729
RIOK2	LIX1-AS1	ENSG00000251513
RIOK2	RIOK2	ENSG00000058729
RIOK2	LIX1-AS1	ENSG00000251513
RIOK2	RIOK2	ENSG00000058729
RIOK2	LIX1-AS1	ENSG00000251513
RGMB	RGMB	ENSG00000174136
RGMB	RGMB	ENSG00000174136
RGMB	RGMB	ENSG00000174136
RGMB	RGMB	ENSG00000174136
RGMB		ENSG00000279232
CHD1	CHD1	ENSG00000153922
CHD1	CHD1	ENSG00000153922
CHD1	CHD1	ENSG00000153922
CHD1	CHD1	ENSG00000153922
FAM174A	FAM174A	ENSG00000174132
FAM174A	FAM174A	ENSG00000174132
FAM174A	FAM174A	ENSG00000174132
ST8SIA4	ST8SIA4	ENSG00000113532
ST8SIA4	ST8SIA4	ENSG00000113532
ST8SIA4	ST8SIA4	ENSG00000113532
ST8SIA4	ST8SIA4	ENSG00000113532
SLCO4C1	SLCO4C1	ENSG00000173930
SLCO4C1	SLCO4C1	ENSG00000173930
SLCO4C1	SLCO4C1	ENSG00000173930
SLCO4C1	SLCO4C1	ENSG00000173930
SLCO6A1	SLCO6A1	ENSG00000205359
SLCO6A1	SLCO6A1	ENSG00000205359
SLCO6A1	SLCO6A1	ENSG00000205359
SLCO6A1	SLCO6A1	ENSG00000205359
PAM	PAM	ENSG00000145730
PAM	PAM	ENSG00000145730
PAM	PAM	ENSG00000145730
PAM	PAM	ENSG00000145730
GIN1	GIN1	ENSG00000145723
GIN1	GIN1	ENSG00000145723
GIN1	GIN1	ENSG00000145723
GIN1	GIN1	ENSG00000145723
PPIP5K2	PPIP5K2	ENSG00000145725
PPIP5K2	PPIP5K2	ENSG00000145725
PPIP5K2	PPIP5K2	ENSG00000145725
PPIP5K2	PPIP5K2	ENSG00000145725
C5orf30	MACIR	ENSG00000181751
C5orf30	MACIR	ENSG00000181751
C5orf30	MACIR	ENSG00000181751
C5orf30	MACIR	ENSG00000181751
NUDT12	NUDT12	ENSG00000112874
NUDT12	NUDT12	ENSG00000112874
NUDT12	NUDT12	ENSG00000112874
NUDT12	NUDT12	ENSG00000112874
EFNA5	EFNA5	ENSG00000184349
EFNA5	EFNA5	ENSG00000184349
EFNA5	EFNA5	ENSG00000184349
EFNA5	EFNA5	ENSG00000184349
FBXL17	FBXL17	ENSG00000145743
FBXL17	FBXL17	ENSG00000145743
FBXL17	FBXL17	ENSG00000145743
FBXL17	FBXL17	ENSG00000145743
FER	FER	ENSG00000151422
FER	FER	ENSG00000151422
FER	FER	ENSG00000151422
FER	FER	ENSG00000151422
PJA2	PJA2	ENSG00000198961
PJA2	PJA2	ENSG00000198961
PJA2	PJA2	ENSG00000198961
PJA2	PJA2	ENSG00000198961
MAN2A1	MAN2A1	ENSG00000112893
MAN2A1	MAN2A1	ENSG00000112893
MAN2A1	MAN2A1	ENSG00000112893
MAN2A1	MAN2A1	ENSG00000112893
CT45A10		ENSG00000249068
CT45A10	MAN2A1	ENSG00000112893
PGAM5	PGAM5P1	ENSG00000253224
TMEM232	TMEM232	ENSG00000186952
TMEM232	TMEM232	ENSG00000186952
TMEM232	TMEM232	ENSG00000186952
TMEM232	TMEM232	ENSG00000186952
SLC25A46	SLC25A46	ENSG00000164209
SLC25A46	SLC25A46	ENSG00000164209
SLC25A46	SLC25A46	ENSG00000164209
SLC25A46	SLC25A46	ENSG00000164209
BCLAF1	BCLAF1P1	ENSG00000248966
TSLP	TSLP	ENSG00000145777
TSLP	TSLP	ENSG00000145777
TSLP	TSLP	ENSG00000145777
TSLP	TSLP	ENSG00000145777
WDR36	WDR36	ENSG00000134987
WDR36	WDR36	ENSG00000134987
WDR36	WDR36	ENSG00000134987
WDR36	WDR36	ENSG00000134987
RPS3A	RPS3AP21	ENSG00000214784
CAMK4	CAMK4	ENSG00000152495
CAMK4	CAMK4	ENSG00000152495
CAMK4	CAMK4	ENSG00000152495
CAMK4	CAMK4	ENSG00000152495
STARD4	STARD4	ENSG00000164211
STARD4	STARD4	ENSG00000164211
STARD4	STARD4	ENSG00000164211
STARD4	STARD4	ENSG00000164211
NREP	STARD4-AS1	ENSG00000246859
NREP	NREP	ENSG00000134986
NREP	STARD4-AS1	ENSG00000246859
NREP	NREP	ENSG00000134986
NREP	STARD4-AS1	ENSG00000246859
NREP	NREP	ENSG00000134986
EPB41L4A	EPB41L4A	ENSG00000129595
EPB41L4A		ENSG00000251187
EPB41L4A	EPB41L4A	ENSG00000129595
EPB41L4A	EPB41L4A	ENSG00000129595
EPB41L4A	EPB41L4A	ENSG00000129595
APC	APC	ENSG00000134982
APC		ENSG00000258864
APC	APC	ENSG00000134982
APC		ENSG00000258864
APC	APC	ENSG00000134982
APC		ENSG00000258864
APC	APC	ENSG00000134982
APC		ENSG00000258864
SRP19	SRP19	ENSG00000153037
SRP19		ENSG00000258864
SRP19	SRP19	ENSG00000153037
SRP19		ENSG00000258864
SRP19	SRP19	ENSG00000153037
SRP19		ENSG00000258864
REEP5	REEP5	ENSG00000129625
REEP5	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
NegCtrlIntron	REEP5	ENSG00000129625
REEP5	REEP5	ENSG00000129625
REEP5	REEP5	ENSG00000129625
DCP2	DCP2	ENSG00000172795
DCP2	DCP2	ENSG00000172795
DCP2	DCP2	ENSG00000172795
DCP2	DCP2	ENSG00000172795
MCC	MCC	ENSG00000171444
MCC	MCC	ENSG00000171444
MCC		ENSG00000232633
MCC	MCC	ENSG00000171444
MCC		ENSG00000232633
MCC	MCC	ENSG00000171444
TSSK1B	TSSK1B	ENSG00000212122
TSSK1B		ENSG00000232633
TSSK1B	MCC	ENSG00000171444
TSSK1B	TSSK1B	ENSG00000212122
TSSK1B		ENSG00000232633
TSSK1B	MCC	ENSG00000171444
TSSK1B	TSSK1B	ENSG00000212122
TSSK1B		ENSG00000232633
TSSK1B	MCC	ENSG00000171444
TSSK1B	TSSK1B	ENSG00000212122
TSSK1B		ENSG00000232633
TSSK1B	MCC	ENSG00000171444
YTHDC2	YTHDC2	ENSG00000047188
YTHDC2	YTHDC2	ENSG00000047188
YTHDC2	YTHDC2	ENSG00000047188
YTHDC2	YTHDC2	ENSG00000047188
KCNN2	KCNN2	ENSG00000080709
KCNN2	KCNN2	ENSG00000080709
KCNN2	KCNN2	ENSG00000080709
KCNN2	KCNN2	ENSG00000080709
TRIM36	TRIM36	ENSG00000152503
TRIM36	TRIM36	ENSG00000152503
TRIM36	TRIM36	ENSG00000152503
TRIM36	TRIM36	ENSG00000152503
PGGT1B	PGGT1B	ENSG00000164219
PGGT1B	PGGT1B	ENSG00000164219
PGGT1B	PGGT1B	ENSG00000164219
PGGT1B	PGGT1B	ENSG00000164219
CCDC112	CCDC112	ENSG00000164221
CCDC112	CCDC112	ENSG00000164221
CCDC112	CCDC112	ENSG00000164221
CCDC112	CCDC112	ENSG00000164221
FEM1C	FEM1C	ENSG00000145780
FEM1C	FEM1C	ENSG00000145780
FEM1C	FEM1C	ENSG00000145780
FEM1C	FEM1C	ENSG00000145780
TICAM2	TICAM2	ENSG00000243414
TICAM2	TMED7-TICAM2	ENSG00000251201
TICAM2	TICAM2	ENSG00000243414
TICAM2	TMED7-TICAM2	ENSG00000251201
TMED7-TICAM2	TICAM2	ENSG00000243414
TMED7-TICAM2	TMED7-TICAM2	ENSG00000251201
TICAM2	TICAM2	ENSG00000243414
TICAM2	TMED7-TICAM2	ENSG00000251201
TMED7-TICAM2	TICAM2	ENSG00000243414
TMED7-TICAM2	TMED7-TICAM2	ENSG00000251201
TICAM2	TICAM2	ENSG00000243414
TICAM2	TMED7-TICAM2	ENSG00000251201
TMED7-TICAM2	TMED7	ENSG00000134970
TMED7-TICAM2	TMED7-TICAM2	ENSG00000251201
TMED7-TICAM2	TICAM2-AS1	ENSG00000249249
TMED7	TMED7	ENSG00000134970
TMED7	TMED7-TICAM2	ENSG00000251201
